,K,X1,X2,bias,variance
0,1.0,0.0,0.0,-0.25,16.2
1,1.0,0.0,10.0,0.14,12.2
2,1.0,0.0,20.0,-0.523,20.4
3,1.0,0.0,30.0,0.109,15.6
4,1.0,0.0,40.0,-0.566,21.4
5,1.0,0.0,50.0,-0.336,15.9
6,1.0,0.0,60.0,-1.04,12.4
7,1.0,0.0,70.0,-0.0213,12.4
8,1.0,0.0,80.0,0.045,18.3
9,1.0,0.0,90.0,-0.312,14.7
10,10.0,0.0,0.0,-0.06696278533828866,21.92000225574877
11,8.0,0.0,10.0,0.3670192447462534,14.45282267416414
12,3.0,0.0,20.0,-0.12846359802789775,24.704474265922528
13,9.0,0.0,30.0,0.710493501819171,16.928558753911144
14,8.0,0.0,40.0,0.3441873325338743,17.14471349270662
15,9.0,0.0,50.0,0.4047708775612248,22.996017503733256
16,2.0,0.0,60.0,0.6947581078615986,12.76411317823318
17,3.0,0.0,70.0,-0.06916291566614956,16.74434843577386
18,6.0,0.0,80.0,-1.0516381416076024,16.184389213143163
19,7.0,0.0,90.0,0.103719442320488,21.802526683920085
20,8.0,0.0,0.0,-0.4873646275134557,15.416309710562512
21,8.0,0.0,10.0,-0.4764491214570322,20.018855919793268
22,4.0,0.0,20.0,0.3019617062836949,14.81955859800785
23,9.0,0.0,30.0,-0.0896940226563726,20.015904739019547
24,5.0,0.0,40.0,-0.7973400317900068,20.868469870916748
25,7.0,0.0,50.0,0.03638723576009727,24.60561346527374
26,4.0,0.0,60.0,0.0033422791586824,17.903048705887205
27,9.0,0.0,70.0,-0.43877656147350735,22.44525044054349
28,4.0,0.0,80.0,0.16781449806890397,23.52871096905117
29,7.0,0.0,90.0,0.09227164659672508,18.865855780268426
30,4.0,0.0,0.0,0.6270358785258277,11.035482846221978
31,1.0,0.0,10.0,0.9671633576155572,20.502268516642133
32,10.0,0.0,20.0,0.28620249372431705,23.474331168401942
33,4.0,0.0,30.0,-0.2285285338557893,10.293591780901302
34,4.0,0.0,40.0,-0.387742326083849,21.51587084075544
35,9.0,0.0,50.0,-0.14523806053907554,12.73330925487759
36,5.0,0.0,60.0,-0.12366096699418291,12.569318078927122
37,6.0,0.0,70.0,0.7645940464003129,13.241427367843292
38,10.0,0.0,80.0,-0.04918030485190249,24.42366067157787
39,9.0,0.0,90.0,0.29788811327826265,21.47218953938584
40,2.0,0.0,0.0,-0.3557015078915703,17.511089519395497
41,1.0,0.0,10.0,-0.17026152128369768,23.64041741424587
42,10.0,0.0,20.0,0.23783567306026032,11.866336275277549
43,7.0,0.0,30.0,0.06021472512979769,22.77697752757276
44,3.0,0.0,40.0,0.7031131277981505,22.42415843530937
45,5.0,0.0,50.0,0.4579197559609508,15.934341989223045
46,10.0,0.0,60.0,-0.48921626047465655,18.479493536853923
47,4.0,0.0,70.0,0.7658431318488346,22.549974961083592
48,9.0,0.0,80.0,0.5667892855289467,21.469004457461963
49,4.0,0.0,90.0,-0.7228862379877209,13.039863953300804
50,7.0,0.0,0.0,0.6899689373377647,13.850958452059492
51,10.0,0.0,10.0,-0.16586539334057834,24.034924384863007
52,1.0,0.0,20.0,-0.14246623346880366,18.617222162825584
53,4.0,0.0,30.0,0.7329883244907546,13.370376756909144
54,4.0,0.0,40.0,-0.0251551169415246,23.978046551294376
55,2.0,0.0,50.0,0.4191985563674389,21.84791342686827
56,10.0,0.0,60.0,-0.28012474792508024,19.81720581302188
57,9.0,0.0,70.0,-0.5084951199125147,16.1047815439532
58,7.0,0.0,80.0,0.33803550897950524,14.365891776960137
59,5.0,0.0,90.0,0.4556089076955852,13.650911519627003
60,9.0,0.0,0.0,-0.14401245380423852,15.886507259927946
61,10.0,0.0,10.0,0.6757613551954804,18.782297535298348
62,1.0,0.0,20.0,0.11498683039407358,23.507879768740267
63,8.0,0.0,30.0,-0.24928580661234465,19.62114126282195
64,7.0,0.0,40.0,0.4381347654586374,12.138535461987274
65,8.0,0.0,50.0,0.7525351522374263,20.995209463585255
66,10.0,0.0,60.0,0.5013499812307519,14.847718663358444
67,7.0,0.0,70.0,-0.11639265885421748,21.688307868129
68,10.0,0.0,80.0,0.16943029964939654,14.088139667830236
69,10.0,0.0,90.0,0.35479434152232586,20.021562457070196
70,4.0,0.0,0.0,-0.8293128620876271,19.24539539116703
71,5.0,0.0,10.0,-0.1262457422556265,21.724962727651253
72,4.0,0.0,20.0,0.16317442415994737,11.299412890424538
73,6.0,0.0,30.0,-0.08239760486577867,20.02413633806499
74,8.0,0.0,40.0,0.13134428604832743,14.090804328326849
75,4.0,0.0,50.0,0.9668538375804094,18.2738966735008
76,9.0,0.0,60.0,0.05938298560357849,24.75860295891063
77,10.0,0.0,70.0,-0.8557572332745437,22.150570806931775
78,10.0,0.0,80.0,-0.27674768841657443,18.49630677241465
79,9.0,0.0,90.0,-0.04051622855133335,11.31260308493786
80,6.0,0.0,0.0,0.6936897975058959,22.356379216757205
81,1.0,0.0,10.0,0.10658597778739536,19.631873352734576
82,5.0,0.0,20.0,0.3497133072118852,15.456347631109022
83,5.0,0.0,30.0,-0.34998395323646925,11.75096712959636
84,3.0,0.0,40.0,-0.0781945462221738,22.537319336852523
85,4.0,0.0,50.0,-0.5946599657056487,10.171491689269928
86,2.0,0.0,60.0,0.09367216836160856,21.536840379041912
87,7.0,0.0,70.0,0.4791856015570149,20.50370620920476
88,6.0,0.0,80.0,-0.8659685552778268,23.826274909678965
89,6.0,0.0,90.0,0.8447144514958869,10.34212456738465
90,8.0,0.0,0.0,0.4118887761175639,15.98873738091665
91,2.0,0.0,10.0,-0.22765049189959152,21.069355255453537
92,10.0,0.0,20.0,-0.46575176475294167,15.28529723082611
93,3.0,0.0,30.0,-1.1022183164572463,23.02276731315137
94,3.0,0.0,40.0,1.5974382432985983,15.792757451886525
95,6.0,0.0,50.0,-0.21599671289850111,13.127599518426248
96,4.0,0.0,60.0,-0.7677579868891493,10.018442442664162
97,9.0,0.0,70.0,0.7513561280096274,18.369160622077803
98,6.0,0.0,80.0,-0.07513506989627586,17.611190668066765
99,3.0,0.0,90.0,-0.14441179328080317,21.04166902404406
100,8.0,0.0,0.0,0.13237936270203465,20.369987853879373
101,5.0,0.0,10.0,0.8353473549013831,17.195260973289038
102,2.0,0.0,20.0,0.33603944587621715,18.226252789118092
103,7.0,0.0,30.0,-0.21563535231429937,15.00950713559384
104,2.0,0.0,40.0,0.44675321069957846,21.632720194457423
105,8.0,0.0,50.0,-0.3466790442085478,12.871352029681017
106,1.0,0.0,60.0,0.8225470518113247,17.378675453347647
107,10.0,0.0,70.0,-0.7545971934554357,10.550727425879892
108,8.0,0.0,80.0,0.3643270241643693,18.418350590910073
109,2.0,0.0,90.0,0.06164211889629087,15.206445494146744
110,3.0,0.0,0.0,-0.00089154262530284,14.537621283431989
111,3.0,0.0,10.0,0.6943377927279955,23.733946399793577
112,2.0,0.0,20.0,-0.4439862416679564,17.6374768174134
113,9.0,0.0,30.0,0.439844348313271,13.75956477282771
114,1.0,0.0,40.0,-0.20569998986983187,20.197582954720435
115,3.0,0.0,50.0,-0.21266817896989665,16.331506642074533
116,2.0,0.0,60.0,0.02298045954572336,11.172509238942814
117,3.0,0.0,70.0,-0.8947996789896434,17.253881214276976
118,7.0,0.0,80.0,-0.27805591813469455,10.481896842548986
119,4.0,0.0,90.0,0.3623855110408937,18.148196430063667
120,6.0,0.0,0.0,-0.2796395518079455,10.624395123566185
121,9.0,0.0,10.0,0.07215482837738776,14.618345420615006
122,10.0,0.0,20.0,0.42276116697273985,24.63629229808907
123,10.0,0.0,30.0,-0.5825355580641858,23.23635045824778
124,7.0,0.0,40.0,-0.43294186330828016,10.827499265240949
125,5.0,0.0,50.0,-0.4656050531779368,19.453423635640046
126,10.0,0.0,60.0,0.10542349245161844,11.468314262327684
127,7.0,0.0,70.0,-0.3744332035091528,24.083928329623696
128,5.0,0.0,80.0,-0.8487518204451181,16.124434697391564
129,9.0,0.0,90.0,-0.32693385352231286,11.05267702720489
130,5.0,0.0,0.0,0.09746740029919662,13.850972059072134
131,2.0,0.0,10.0,0.4711739717185039,19.20210615091533
132,4.0,0.0,20.0,-0.7227236325626306,11.545957811078605
133,7.0,0.0,30.0,-0.6097591062794387,23.960838291985706
134,3.0,0.0,40.0,0.33165743497683803,19.39907501520073
135,4.0,0.0,50.0,0.1943903956662441,19.346853962544618
136,4.0,0.0,60.0,0.8247931819538292,19.32262496240647
137,4.0,0.0,70.0,-0.3749449598894525,19.13855110161097
138,7.0,0.0,80.0,0.22990000512826936,21.3408837565116
139,1.0,0.0,90.0,-0.4433361920635355,19.766317292218908
140,3.0,0.0,0.0,-0.08182947481930003,12.72813466366998
141,4.0,0.0,10.0,0.090521176937543,12.091679979997696
142,7.0,0.0,20.0,0.2806403022943529,18.75711399175997
143,2.0,0.0,30.0,0.26398059945488495,11.403021139607956
144,10.0,0.0,40.0,0.4361669449078231,23.52501613430016
145,5.0,0.0,50.0,-0.5010946380626061,13.693137213404588
146,5.0,0.0,60.0,0.4262653433008805,15.951972423121177
147,7.0,0.0,70.0,0.843971401141268,21.48312422762532
148,9.0,0.0,80.0,0.7851686312066914,11.175866294837066
149,5.0,0.0,90.0,-0.8307903641844356,23.749466089273188
150,2.0,0.0,0.0,-0.5713269310076111,18.125999811746688
151,10.0,0.0,10.0,-0.49872646017063055,24.632735204116777
152,5.0,0.0,20.0,0.01562287756081759,22.007513503067365
153,6.0,0.0,30.0,-0.13424496646444298,24.05735595172529
154,2.0,0.0,40.0,-0.19000869053664413,17.260199501824765
155,3.0,0.0,50.0,0.4361944714741592,15.97412016852837
156,1.0,0.0,60.0,0.4325616098212583,24.290241112273847
157,1.0,0.0,70.0,0.42814439191743614,23.632434063344096
158,5.0,0.0,80.0,0.7321076969781913,24.54877238269188
159,9.0,0.0,90.0,0.715526103910139,23.2571506611291
160,2.0,0.0,0.0,0.7233366417306881,16.386657578855107
161,9.0,0.0,10.0,0.0245717852712639,11.215603061686378
162,7.0,0.0,20.0,-0.6334690790339926,19.349477516996487
163,6.0,0.0,30.0,1.0057012644072956,12.491645515839185
164,8.0,0.0,40.0,-0.4877184511724244,23.829244240930937
165,2.0,0.0,50.0,-0.5924488195185417,21.326939821678632
166,7.0,0.0,60.0,0.3095966257126571,17.56915071641637
167,3.0,0.0,70.0,0.03205315555186283,17.130197289155063
168,2.0,0.0,80.0,-0.689470242411645,10.638768104811955
169,2.0,0.0,90.0,-0.1472090410822233,13.094729415511912
170,8.0,0.0,0.0,0.7177583424555815,22.61337723858722
171,5.0,0.0,10.0,0.31481432150041533,18.96583351591064
172,2.0,0.0,20.0,-0.36736150397528855,21.821657965950287
173,5.0,0.0,30.0,-0.42715516857155506,18.287029095187943
174,9.0,0.0,40.0,0.23813467890162407,14.404502636460023
175,8.0,0.0,50.0,-0.29666538952942495,19.601196975513655
176,7.0,0.0,60.0,-0.5512986801304561,23.11022983101979
177,8.0,0.0,70.0,-1.0204247005467069,19.074356807413487
178,4.0,0.0,80.0,0.12663198631471206,20.036114101659116
179,5.0,0.0,90.0,-0.49528952948492194,10.727457416729184
180,5.0,0.0,0.0,0.5033361996629095,16.077695819759963
181,6.0,0.0,10.0,-0.40718679917214695,21.380312913077663
182,2.0,0.0,20.0,-0.544355374570767,10.294702345131238
183,1.0,0.0,30.0,-1.1488607241290834,11.292388696420854
184,5.0,0.0,40.0,0.29049752550385677,24.747064727932063
185,1.0,0.0,50.0,0.17858993694860745,16.47660108525765
186,4.0,0.0,60.0,-0.0345040244944658,22.858595366687695
187,6.0,0.0,70.0,-0.00057112797989627,23.360353614017093
188,4.0,0.0,80.0,0.2635178448834376,21.015032789520653
189,4.0,0.0,90.0,-0.4484043066897682,15.432531540415209
190,7.0,0.0,0.0,-0.30076300509009535,15.141096988117448
191,3.0,0.0,10.0,-0.1512199413490956,16.903552458158174
192,5.0,0.0,20.0,-0.6728812378362583,23.55146834474278
193,7.0,0.0,30.0,0.3361139695924633,23.02463547905317
194,6.0,0.0,40.0,0.02658998802711765,23.715272557752037
195,7.0,0.0,50.0,0.12284357677159476,11.5013911726609
196,5.0,0.0,60.0,0.37380918412276903,21.649348516166448
197,1.0,0.0,70.0,-0.04281849854456844,22.74178131855624
198,7.0,0.0,80.0,0.6728886282015647,23.39249920143932
199,4.0,0.0,90.0,-0.3414523330685851,19.397387006979724
200,3.0,0.0,0.0,0.3675046933016709,24.819001444985716
201,10.0,0.0,10.0,-0.4565766915182447,21.078753952002565
202,10.0,0.0,20.0,0.8309073733973512,20.447820751252397
203,7.0,0.0,30.0,0.01116708076547063,18.711429860071824
204,9.0,0.0,40.0,-0.5513299200427769,19.417317688659807
205,4.0,0.0,50.0,-0.4176777178327313,11.466471929097926
206,7.0,0.0,60.0,-0.5126356775534207,20.894245458835677
207,9.0,0.0,70.0,0.00502315612650807,18.20110957410701
208,5.0,0.0,80.0,0.38600610748902486,21.3153860680212
209,10.0,0.0,90.0,-0.0237778916996484,23.823281608560627
210,1.0,0.0,0.0,0.18219818656070333,11.29012875319307
211,4.0,0.0,10.0,0.4616519692090256,24.648985278061133
212,1.0,0.0,20.0,0.9168746532946456,23.64542907130028
213,7.0,0.0,30.0,-0.3675029751210772,16.875718523723435
214,8.0,0.0,40.0,0.15306679337684895,20.741611494072405
215,10.0,0.0,50.0,0.9650970482864046,15.078631167017624
216,2.0,0.0,60.0,-0.3371784324395425,19.35784743472049
217,3.0,0.0,70.0,-1.5780205744795148,13.14558629990351
218,4.0,0.0,80.0,-0.7310402177862309,11.04065517182026
219,1.0,0.0,90.0,-0.07272669220285313,19.574256949562795
220,4.0,0.0,0.0,0.785575348778543,22.83878107967469
221,8.0,0.0,10.0,-0.21352592242997892,12.546094579664818
222,1.0,0.0,20.0,0.4958443976860789,24.1046096403224
223,8.0,0.0,30.0,0.711953140002957,16.045868746763905
224,3.0,0.0,40.0,0.0236792288217659,20.78851350145011
225,7.0,0.0,50.0,0.2802765199346338,13.617064140287765
226,10.0,0.0,60.0,0.6912578281884376,21.65656409163543
227,6.0,0.0,70.0,-1.0930921518858097,12.167402321263957
228,8.0,0.0,80.0,0.643753998207387,10.889192636040486
229,4.0,0.0,90.0,0.5452263875363204,12.666966769491983
230,5.0,0.0,0.0,-0.22408071748533465,16.890699552831826
231,4.0,0.0,10.0,-0.10096791186686474,19.148782094055456
232,5.0,0.0,20.0,-0.3049781302882035,23.624251920933787
233,9.0,0.0,30.0,-0.7534898371126632,22.684665705618613
234,5.0,0.0,40.0,-0.632701566374336,24.771500226412243
235,8.0,0.0,50.0,-0.3097664822711085,14.489408122532684
236,10.0,0.0,60.0,0.6879754199219121,23.947555402077
237,6.0,0.0,70.0,0.2325255863751251,16.364422094505997
238,4.0,0.0,80.0,0.10536336304592098,13.987386833003356
239,2.0,0.0,90.0,0.1302224932504882,24.84238593473796
240,7.0,0.0,0.0,-0.3017015824690173,14.104009307092332
241,4.0,0.0,10.0,-0.2054009127762587,12.998612402356748
242,10.0,0.0,20.0,0.3147545712674529,13.204205268389284
243,7.0,0.0,30.0,-0.5192968980962673,22.36341837653184
244,10.0,0.0,40.0,-0.37030436251753746,14.251489214028098
245,8.0,0.0,50.0,-0.33819966291372955,16.176446875981792
246,4.0,0.0,60.0,0.02091444929068442,11.605042718446196
247,9.0,0.0,70.0,-0.91503212088493,22.157699532043637
248,9.0,0.0,80.0,0.08406258164474867,24.187660089624515
249,4.0,0.0,90.0,-0.17338324387079215,22.604706470033072
250,10.0,0.0,0.0,0.5353772642641983,15.823946079875975
251,9.0,0.0,10.0,-0.03516747994886119,21.18433777754834
252,2.0,0.0,20.0,-1.1510829587365443,11.726005530929804
253,7.0,0.0,30.0,0.6564264764222324,11.374751979348408
254,8.0,0.0,40.0,0.5837813473260478,14.847502327601244
255,6.0,0.0,50.0,0.5735408123672184,16.715296252333147
256,1.0,0.0,60.0,0.01556529729280715,19.331045262092363
257,10.0,0.0,70.0,-0.692045734516346,13.914412796420033
258,10.0,0.0,80.0,-0.39642985531880537,13.182285043518348
259,3.0,0.0,90.0,0.3786874321433504,18.04317679976832
260,10.0,0.0,0.0,0.20931095425135895,19.171456340528948
261,4.0,0.0,10.0,0.978064382492874,22.107491677458725
262,3.0,0.0,20.0,-0.5060197920097209,21.39883718805008
263,7.0,0.0,30.0,-0.5577330949997925,14.269968137911196
264,7.0,0.0,40.0,0.3238339019854889,22.573146522158716
265,3.0,0.0,50.0,0.28690058274697805,20.284377223006228
266,4.0,0.0,60.0,0.6261825939034499,15.25881613337048
267,7.0,0.0,70.0,0.02344295388991115,24.49190867728232
268,1.0,0.0,80.0,-0.42370924330630666,23.2594117240339
269,3.0,0.0,90.0,0.4453541675128131,22.4482488315908
270,1.0,0.0,0.0,-0.9671029791321724,22.61135629931124
271,5.0,0.0,10.0,0.08263969019603702,16.093447358481427
272,8.0,0.0,20.0,0.2200202064122413,22.924399893190397
273,9.0,0.0,30.0,-0.25698223791702257,24.19903035607074
274,2.0,0.0,40.0,-0.05060258423541262,18.226294278713976
275,2.0,0.0,50.0,-0.1393661460177462,24.52192143035178
276,5.0,0.0,60.0,-0.49993408784401894,20.246751460323996
277,7.0,0.0,70.0,0.176660617298337,18.73038737631509
278,9.0,0.0,80.0,0.33363760145313687,23.60856487743124
279,2.0,0.0,90.0,0.400995978421996,20.854788240834907
280,5.0,0.0,0.0,0.00895764203084381,15.070098765847222
281,5.0,0.0,10.0,-0.3518814248150226,11.320511982755786
282,3.0,0.0,20.0,-0.25961498973665786,22.183846740264283
283,10.0,0.0,30.0,-0.1140437560666318,19.25872514711785
284,1.0,0.0,40.0,0.24999474790596776,18.36985489014658
285,9.0,0.0,50.0,0.3669198146112264,23.02327460707717
286,2.0,0.0,60.0,0.1347703822269076,22.78493554647369
287,10.0,0.0,70.0,0.10177898449340111,17.147649196804384
288,8.0,0.0,80.0,0.4706246311581061,23.67324581947124
289,7.0,0.0,90.0,0.5178704990413701,18.008364621237725
290,4.0,0.0,0.0,-0.5518199258971409,17.667520131136406
291,9.0,0.0,10.0,-0.33298278856555513,16.786959989344425
292,10.0,0.0,20.0,-0.06186508828384333,16.576433775231628
293,1.0,0.0,30.0,0.554438775953526,23.556628796067052
294,8.0,0.0,40.0,0.2861261117201648,24.271631491802705
295,3.0,0.0,50.0,-0.06340104635570454,15.308523837713944
296,2.0,0.0,60.0,-0.5725436696138201,11.662061480131213
297,2.0,0.0,70.0,0.6077127497148987,23.28044617360942
298,6.0,0.0,80.0,-0.00068481173598589,20.206422648363542
299,1.0,0.0,90.0,-0.5449235660258501,11.185917296874091
300,1.0,0.0,0.0,-0.5285468565377269,14.997521394060907
301,1.0,0.0,10.0,-0.02980425557918359,15.343463879475385
302,2.0,0.0,20.0,0.35842364264617177,18.2907439401366
303,4.0,0.0,30.0,0.3352510143241453,15.034553032095989
304,7.0,0.0,40.0,-0.20115564500688768,18.143529782856294
305,6.0,0.0,50.0,0.5467615613016563,18.87901045354706
306,10.0,0.0,60.0,0.0960361805173658,14.24075382767478
307,9.0,0.0,70.0,-0.02356238700416215,10.395202748344952
308,5.0,0.0,80.0,-0.59532214570523,15.049412613762202
309,5.0,0.0,90.0,-0.7541468662089987,11.94672975786656
310,2.0,0.0,0.0,0.25053135723344133,15.23784018201572
311,10.0,0.0,10.0,0.07719884703084356,16.250473525410136
312,8.0,0.0,20.0,-0.3303244963483818,17.52717858787635
313,10.0,0.0,30.0,-0.3236694502699625,19.966385269575124
314,7.0,0.0,40.0,0.18097052461985227,16.019161608446364
315,7.0,0.0,50.0,-0.5166424829423684,21.971886003900433
316,10.0,0.0,60.0,1.1581512550416544,24.59829992687482
317,8.0,0.0,70.0,0.10184065369254626,16.248003929689204
318,9.0,0.0,80.0,-0.9455866056902054,15.57959441757771
319,2.0,0.0,90.0,0.39810936513547224,20.47301078550357
320,9.0,0.0,0.0,0.11262476475355324,21.70810974156116
321,2.0,0.0,10.0,0.3961795948826545,15.141426333124995
322,10.0,0.0,20.0,0.6782838466232872,19.664695203603443
323,5.0,0.0,30.0,0.38293596325120094,17.393478170851193
324,1.0,0.0,40.0,0.137783871003051,11.378106571607969
325,7.0,0.0,50.0,0.38486271270102623,20.89331695074018
326,5.0,0.0,60.0,-0.6517180586463835,23.918016500046008
327,2.0,0.0,70.0,-0.6575454540927524,11.208036745704993
328,3.0,0.0,80.0,0.00498965010557458,22.82400403751749
329,10.0,0.0,90.0,-0.05549431909123857,19.330479197780775
330,1.0,0.0,0.0,0.4141740544676524,16.508859889895316
331,1.0,0.0,10.0,-0.35957771399071264,16.986592365324107
332,7.0,0.0,20.0,0.4789964499610284,15.96034539828931
333,8.0,0.0,30.0,0.14473422617614967,18.47387115071005
334,4.0,0.0,40.0,0.33272120156677976,16.041381325016527
335,3.0,0.0,50.0,0.32089123925888435,13.700988273156945
336,1.0,0.0,60.0,0.05355059007596741,19.285413482635317
337,7.0,0.0,70.0,0.14437622785575488,22.52307633974324
338,1.0,0.0,80.0,0.997492885484968,12.68176823570252
339,9.0,0.0,90.0,-0.548747103299032,19.09422536479518
340,5.0,0.0,0.0,-0.32807269037547815,18.941972138730343
341,8.0,0.0,10.0,-0.2399325935065308,12.750462454971464
342,1.0,0.0,20.0,-0.02119863460209405,11.998995372881302
343,6.0,0.0,30.0,0.00737593603219739,12.319415749718024
344,1.0,0.0,40.0,0.177820085237453,21.47146459190836
345,4.0,0.0,50.0,1.397709680383344,20.22023764598162
346,10.0,0.0,60.0,0.057834935550282,20.870998438907293
347,9.0,0.0,70.0,0.6689506167568787,19.461181032751053
348,4.0,0.0,80.0,-0.400301796956408,24.237682295064324
349,4.0,0.0,90.0,0.33809076897863416,16.876997879501033
350,5.0,0.0,0.0,0.750308999438855,24.31324935685292
351,3.0,0.0,10.0,-0.11674533834855463,13.156176608194889
